image,avgIntens,avgConf
21_training.tif,140.05457303746945,0.0244929663812657
22_training.tif,129.77982557994306,0.020399821875962343
23_training.tif,146.42601619900196,0.019366239737952817
24_training.tif,147.90239202756896,0.018741492004858664
25_training.tif,111.54637999111094,0.013209798064367473
26_training.tif,81.12069981781168,0.014528562112517115
27_training.tif,142.30439109072356,0.022890644208052705
28_training.tif,127.96307524920243,0.023325071633318383
29_training.tif,98.37014404019008,0.018400913016409656
30_training.tif,77.35924922147726,0.013439618529583608
31_training.tif,139.05531797791565,0.0240742790836141
32_training.tif,135.5934891320272,0.019007506678210166
33_training.tif,141.65181144707057,0.02281492920118044
34_training.tif,126.71611141232727,0.024850762961302675
35_training.tif,117.53695308202016,0.02798620699003669
36_training.tif,106.0469821352612,0.023141016338478145
37_training.tif,112.60094352702497,0.032476419693891964
38_training.tif,135.6769041682724,0.02294519673572711
39_training.tif,111.11336835637472,0.018457485015510672
40_training.tif,85.87926677037127,0.02045181145954184
